id	numPatients	name	source	subtype	mutGenes	patients	pval	expected	n
GO:0010608	1	posttranscriptional regulation of gene expression	go	BP	PER1	NP12	0.459	0.61	1000
GO:2000785	1	regulation of autophagosome assembly	go	BP	RAB7A	NP11	0.459	0.59	1000
GO:0016079	1	synaptic vesicle exocytosis	go	BP	RIMS1	NP12	0.46	0.625	1000
GO:0043623	1	cellular protein complex assembly	go	BP	FGA	NP11	0.461	0.609	1000
GO:0060749	1	mammary gland alveolus development	go	BP	ESR1	NP11	0.461	0.609	1000
GO:0045600	2	positive regulation of fat cell differentiation	go	BP	CMKLR1	NP11,NP16	0.462	1.494	1000
GO:0001556	1	oocyte maturation	go	BP	RPS6KA2	NP17	0.464	0.612	1000
GO:0032924	1	activin receptor signaling pathway	go	BP	TGFBR1	NP19	0.464	0.593	1000
GO:0048535	1	lymph node development	go	BP	CD248	NP16	0.464	0.611	1000
GO:0051497	1	negative regulation of stress fiber assembly	go	BP	PPP1R9A	NP17	0.465	0.628	1000
GO:0071880	1	adenylate cyclase-activating adrenergic receptor signaling pathway	go	BP	ADCY9	NP11	0.467	0.604	1000
GO:0051865	2	protein autoubiquitination	go	BP	PRKN,UBE3A	NP11,NP16	0.468	1.543	1000
GO:0035269	1	protein O-linked mannosylation	go	BP	POMT2	NP11	0.468	0.612	1000
GO:2000117	1	negative regulation of cysteine-type endopeptidase activity	go	BP	CST8	NP19	0.469	0.629	1000
GO:0010467	2	gene expression	go	BP	GOLPH3,PCBP1	NP16,NP17	0.47	1.583	1000
GO:0006637	1	acyl-CoA metabolic process	go	BP	ACOT8	NP01	0.47	0.62	1000
GO:0030902	1	hindbrain development	go	BP	SMAD9	NP10	0.47	0.629	1000
GO:0006970	1	response to osmotic stress	go	BP	KCNMA1	NP12	0.471	0.627	1000
GO:0050775	1	positive regulation of dendrite morphogenesis	go	BP	CAPRIN2	NP11	0.472	0.644	1000
GO:1903959	1	regulation of anion transmembrane transport	go	BP	CLCN5	NP17	0.472	0.624	1000
GO:1900745	1	positive regulation of p38MAPK cascade	go	BP	MAP3K4	NP11	0.473	0.616	1000
GO:2000377	1	regulation of reactive oxygen species metabolic process	go	BP	PID1,PRKN	NP11	0.473	0.642	1000
GO:0030182	3	neuron differentiation	go	BP	HIPK2,HOXC8,LMX1B,POU4F2,PROX1	NP11,NP12,NP16	0.476	2.503	1000
GO:0060548	2	negative regulation of cell death	go	BP	PRKN,SMAD4,TEAD2	NP11,NP17	0.476	1.563	1000
GO:0008589	1	regulation of smoothened signaling pathway	go	BP	INTU	NP11	0.476	0.661	1000
GO:0006796	1	phosphate-containing compound metabolic process	go	BP	ACYP2	NP11	0.478	0.645	1000
GO:0010468	3	regulation of gene expression	go	BP	FAM46A,IL7,MAP3K4,NPAT,PROX1,SLC4A5,STK40,STX1B,TP73	NP11,NP12,NP16	0.48	2.507	1000
GO:0038096	3	Fc-gamma receptor signaling pathway involved in phagocytosis	go	BP	HSP90AB1,PLCG1,VAV1,WIPF3	NP01,NP11,NP16	0.48	2.553	1000
GO:0007193	2	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway	go	BP	ADCY4,ADCY9,GPR37,PTGDR2	NP11,NP16	0.481	1.555	1000
GO:0008209	1	androgen metabolic process	go	BP	ESR1	NP11	0.481	0.619	1000
GO:0090201	1	negative regulation of release of cytochrome c from mitochondria	go	BP	OPA1,PRKN	NP11	0.481	0.647	1000
GO:0045727	2	positive regulation of translation	go	BP	CIRBP,UPF3B	NP11,NP17	0.482	1.588	1000
GO:0010259	1	multicellular organism aging	go	BP	SLC1A2	NP11	0.482	0.639	1000
GO:0010824	1	regulation of centrosome duplication	go	BP	GEN1,PKHD1	NP11	0.482	0.644	1000
GO:0015012	1	heparan sulfate proteoglycan biosynthetic process	go	BP	VANGL2	NP19	0.482	0.654	1000
GO:0009416	1	response to light stimulus	go	BP	DNM2	NP16	0.483	0.648	1000
GO:0045664	1	regulation of neuron differentiation	go	BP	BCL11B	NP11	0.484	0.65	1000
GO:0009887	3	animal organ morphogenesis	go	BP	BHLHE41,COL18A1,IL7,ITGAX,NKX6-1,ONECUT2,TRPS1	NP11,NP16,NP17	0.486	2.533	1000
GO:0060828	1	regulation of canonical Wnt signaling pathway	go	BP	PRKN	NP11	0.486	0.667	1000
GO:0007413	1	axonal fasciculation	go	BP	EPHB3	NP12	0.487	0.644	1000
GO:0050860	1	negative regulation of T cell receptor signaling pathway	go	BP	DUSP22	NP19	0.487	0.642	1000
GO:0043046	1	DNA methylation involved in gamete generation	go	BP	MOV10L1	NP17	0.488	0.667	1000
GO:0042752	2	regulation of circadian rhythm	go	BP	PER1,PROX1,UBE3A	NP12,NP16	0.489	1.538	1000
GO:0051781	2	positive regulation of cell division	go	BP	PTN,TGFB3	NP04,NP10	0.489	1.588	1000
GO:0048514	1	blood vessel morphogenesis	go	BP	CDH2,FLT4	NP11	0.49	0.666	1000
GO:0060324	1	face development	go	BP	ALDH1A3	NP10	0.49	0.682	1000
GO:0042462	1	eye photoreceptor cell development	go	BP	TULP1	NP19	0.491	0.675	1000
GO:0043651	1	linoleic acid metabolic process	go	BP	ELOVL1	NP11	0.491	0.67	1000
GO:0070584	1	mitochondrion morphogenesis	go	BP	PID1	NP11	0.491	0.657	1000
GO:0045022	1	early endosome to late endosome transport	go	BP	RAB7A	NP11	0.492	0.673	1000
GO:0046716	1	muscle cell cellular homeostasis	go	BP	GAA	NP11	0.493	0.669	1000
GO:0021537	1	telencephalon development	go	BP	SLC1A2	NP11	0.495	0.664	1000
GO:0031668	1	cellular response to extracellular stimulus	go	BP	SLC1A2	NP11	0.495	0.66	1000
GO:0001709	1	cell fate determination	go	BP	PROX1	NP16	0.496	0.666	1000
GO:0055117	1	regulation of cardiac muscle contraction	go	BP	RYR2	NP19	0.496	0.687	1000
GO:0007492	1	endoderm development	go	BP	SMAD4	NP17	0.497	0.701	1000
GO:0050850	1	positive regulation of calcium-mediated signaling	go	BP	HINT1	NP11	0.498	0.687	1000
GO:0051298	1	centrosome duplication	go	BP	PKD2,TUBGCP2	NP11	0.498	0.685	1000
GO:0006367	4	transcription initiation from RNA polymerase II promoter	go	BP	ESR1,MAML3,MED16,MED17,NR2F1,RXRG,TEAD2	NP10,NP11,NP12,NP19	0.5	3.523	1000
GO:0040008	2	regulation of growth	go	BP	HEPACAM,PRAME	NP10,NP11	0.5	1.614	1000
GO:0007283	6	spermatogenesis	go	BP	ADAMTS2,CCNA1,DNM2,HORMAD1,HOXA10,KIT,MOV10L1,POU4F2,PRKACG,SBF1,SFMBT1,SLC22A16,SMAD4,WIPF3	NP01,NP11,NP12,NP16,NP17,NP19	0.501	5.448	1000
GO:0045777	1	positive regulation of blood pressure	go	BP	TACR3	NP12	0.501	0.683	1000
GO:0051493	1	regulation of cytoskeleton organization	go	BP	CRIPAK	NP12	0.501	0.696	1000
GO:0060037	1	pharyngeal system development	go	BP	TGFBR1	NP19	0.501	0.682	1000
GO:0008344	2	adult locomotory behavior	go	BP	HOXD9,OTOG,PRKN	NP11,NP17	0.502	1.628	1000
GO:0043393	1	regulation of protein binding	go	BP	TGFBR1	NP19	0.502	0.687	1000
GO:0030225	1	macrophage differentiation	go	BP	MMP9	NP11	0.503	0.676	1000
GO:0002028	1	regulation of sodium ion transport	go	BP	PER1	NP12	0.504	0.685	1000
GO:0042267	1	natural killer cell mediated cytotoxicity	go	BP	LYST	NP16	0.504	0.678	1000
GO:1902236	1	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	go	BP	OPA1,PRKN	NP11	0.506	0.673	1000
GO:0008361	1	regulation of cell size	go	BP	MSN,VAV1	NP16	0.507	0.69	1000
GO:0035249	1	synaptic transmission, glutamatergic	go	BP	CNIH3,PRKN	NP11	0.507	0.701	1000
GO:0046655	1	folic acid metabolic process	go	BP	ALDH1L1,MTHFD1L	NP11	0.507	0.693	1000
GO:0071375	1	cellular response to peptide hormone stimulus	go	BP	NKX6-1	NP16	0.507	0.682	1000
GO:0046854	3	phosphatidylinositol phosphorylation	go	BP	CD80,FGF23,IRS2,KIT,VAV1	NP11,NP16,NP19	0.51	2.593	1000
GO:0010596	1	negative regulation of endothelial cell migration	go	BP	KRIT1	NP16	0.511	0.714	1000
GO:0000027	1	ribosomal large subunit assembly	go	BP	MDN1	NP11	0.512	0.71	1000
GO:0000132	1	establishment of mitotic spindle orientation	go	BP	HTT,NDC80	NP16	0.512	0.727	1000
GO:0045672	1	positive regulation of osteoclast differentiation	go	BP	GNAS	NP16	0.513	0.727	1000
GO:0045954	1	positive regulation of natural killer cell mediated cytotoxicity	go	BP	VAV1	NP16	0.513	0.704	1000
GO:0045089	1	positive regulation of innate immune response	go	BP	POLR3B	NP16	0.514	0.677	1000
GO:2001235	1	positive regulation of apoptotic signaling pathway	go	BP	TGFBR1	NP19	0.515	0.705	1000
GO:0045471	3	response to ethanol	go	BP	CYP2E1,PTEN,SETDB1	NP12,NP16,NP17	0.516	2.591	1000
GO:0008643	1	carbohydrate transport	go	BP	SLC37A1	NP11	0.517	0.68	1000
GO:0036342	1	post-anal tail morphogenesis	go	BP	VANGL2	NP19	0.517	0.706	1000
GO:0071398	1	cellular response to fatty acid	go	BP	PID1	NP11	0.517	0.725	1000
GO:0039702	1	viral budding via host ESCRT complex	go	BP	VPS37A	NP17	0.518	0.7	1000
GO:0071407	2	cellular response to organic cyclic compound	go	BP	HSP90AB1,SMAD9	NP10,NP11	0.519	1.693	1000
GO:0048545	1	response to steroid hormone	go	BP	ACTA1	NP11	0.52	0.706	1000
GO:0051568	1	histone H3-K4 methylation	go	BP	SETD1B	NP17	0.52	0.686	1000
GO:0006509	1	membrane protein ectodomain proteolysis	go	BP	ADAM10	NP11	0.522	0.721	1000
GO:0006801	1	superoxide metabolic process	go	BP	PREX1	NP12	0.522	0.679	1000
GO:0006855	1	drug transmembrane transport	go	BP	TMEM30A	NP17	0.522	0.706	1000
GO:0014911	1	positive regulation of smooth muscle cell migration	go	BP	VTN	NP12	0.522	0.714	1000
GO:0034614	1	cellular response to reactive oxygen species	go	BP	PKD2	NP11	0.522	0.716	1000
GO:0043113	1	receptor clustering	go	BP	AGRN	NP16	0.522	0.735	1000
GO:0006091	2	generation of precursor metabolites and energy	go	BP	COX7A1,PHKA2	NP10,NP11	0.523	1.669	1000
GO:0031016	1	pancreas development	go	BP	NKX6-1,PROX1	NP16	0.523	0.725	1000
GO:0031572	1	G2 DNA damage checkpoint	go	BP	TAOK2	NP16	0.523	0.738	1000
GO:0016192	3	vesicle-mediated transport	go	BP	ADAMTS9,AP1M1,BCAS3	NP01,NP10,NP11	0.524	2.608	1000
GO:0001894	1	tissue homeostasis	go	BP	GNAS	NP16	0.524	0.71	1000
GO:0097503	1	sialylation	go	BP	ST6GAL2	NP16	0.524	0.734	1000
GO:0043401	2	steroid hormone mediated signaling pathway	go	BP	NR2F1,RXRG	NP11,NP12	0.526	1.694	1000
GO:0016049	2	cell growth	go	BP	ACTA1,TGFB3	NP04,NP11	0.528	1.686	1000
GO:0006699	1	bile acid biosynthetic process	go	BP	ACOT8	NP01	0.529	0.754	1000
GO:0046427	1	positive regulation of JAK-STAT cascade	go	BP	KIT	NP16	0.529	0.738	1000
GO:0002052	1	positive regulation of neuroblast proliferation	go	BP	GLI3	NP17	0.532	0.728	1000
GO:0090502	2	RNA phosphodiester bond hydrolysis, endonucleolytic	go	BP	DBR1,EDC3	NP01,NP12	0.533	1.715	1000
GO:0017158	1	regulation of calcium ion-dependent exocytosis	go	BP	SYT15	NP11	0.533	0.801	1000
GO:0070932	1	histone H3 deacetylation	go	BP	PER1	NP12	0.533	0.705	1000
GO:0060999	1	positive regulation of dendritic spine development	go	BP	PPP1R9A	NP17	0.534	0.737	1000
GO:0042276	1	error-prone translesion synthesis	go	BP	REV3L	NP10	0.535	0.716	1000
GO:0010906	1	regulation of glucose metabolic process	go	BP	PRKN	NP11	0.537	0.768	1000
GO:0006357	6	regulation of transcription from RNA polymerase II promoter	go	BP	CBFB,FOXB1,GTF2IRD1,HNF1A,LCORL,MED16,MED17,POU4F2,TFAP2C,TFDP1,ZBED8	NP01,NP10,NP11,NP12,NP16,NP17	0.538	5.569	1000
GO:0042475	2	odontogenesis of dentin-containing tooth	go	BP	BCL11B,GLI3	NP11,NP17	0.538	1.709	1000
GO:0042832	1	defense response to protozoan	go	BP	LYST	NP16	0.538	0.722	1000
GO:0055074	1	calcium ion homeostasis	go	BP	TRIM24	NP10	0.538	0.752	1000
GO:0007130	1	synaptonemal complex assembly	go	BP	HORMAD1	NP11	0.539	0.738	1000
GO:0001502	1	cartilage condensation	go	BP	BMPR1B	NP19	0.54	0.743	1000
GO:0031954	1	positive regulation of protein autophosphorylation	go	BP	NBN	NP10	0.54	0.749	1000
GO:0042733	2	embryonic digit morphogenesis	go	BP	GLI3,INTU,SMAD4	NP11,NP17	0.541	1.732	1000
GO:0075733	2	intracellular transport of virus	go	BP	NUP88,VPS37A	NP11,NP17	0.541	1.671	1000
GO:0007368	2	determination of left/right symmetry	go	BP	DNAH5,IFT74,PKD2	NP11,NP17	0.542	1.734	1000
GO:0032967	1	positive regulation of collagen biosynthetic process	go	BP	TGFB3	NP04	0.542	0.773	1000
GO:0035924	1	cellular response to vascular endothelial growth factor stimulus	go	BP	FLT4	NP11	0.542	0.73	1000
GO:0051403	1	stress-activated MAPK cascade	go	BP	TAOK2	NP16	0.542	0.768	1000
GO:0060271	2	cilium morphogenesis	go	BP	DNM2,PTPN23,UNC119B	NP11,NP16	0.543	1.714	1000
GO:0071542	1	dopaminergic neuron differentiation	go	BP	LMX1B	NP12	0.543	0.754	1000
GO:0048870	1	cell motility	go	BP	MMP14,TGFBR1	NP19	0.544	0.744	1000
GO:0050718	1	positive regulation of interleukin-1 beta secretion	go	BP	NLRP2	NP11	0.545	0.746	1000
GO:0006959	2	humoral immune response	go	BP	BLNK,IL7,MS4A1,TFEB	NP11,NP19	0.546	1.767	1000
GO:0009617	1	response to bacterium	go	BP	CHIT1	NP11	0.546	0.789	1000
GO:2000378	1	negative regulation of reactive oxygen species metabolic process	go	BP	PRKN	NP11	0.546	0.78	1000
GO:2001243	1	negative regulation of intrinsic apoptotic signaling pathway	go	BP	MMP9	NP11	0.548	0.773	1000
GO:1900087	1	positive regulation of G1/S transition of mitotic cell cycle	go	BP	CUL4A	NP11	0.549	0.747	1000
GO:0006406	3	mRNA export from nucleus	go	BP	NUP88,SMG7,UPF3B	NP10,NP11,NP17	0.55	2.652	1000
GO:0016525	2	negative regulation of angiogenesis	go	BP	KRIT1,PTN	NP10,NP16	0.55	1.813	1000
GO:0007062	3	sister chromatid cohesion	go	BP	FBXW7,MAD1L1,NDC80	NP10,NP11,NP16	0.553	2.749	1000
GO:0006812	1	cation transport	go	BP	ATP10D	NP17	0.553	0.801	1000
GO:0051443	1	positive regulation of ubiquitin-protein transferase activity	go	BP	FBXW7	NP10	0.554	0.764	1000
GO:0000122	7	negative regulation of transcription from RNA polymerase II promoter	go	BP	ASXL1,BHLHE41,CBX4,CBX6,CHD8,DUSP22,ESR1,FOXP2,GLI3,HIPK2,HOXC8,HOXD9,IGBP1,MYPOP,NIPBL,NKX6-1,NR2F1,OLIG2,PER1,POU4F2,PRKN,PROX1,RBL1,SMAD4,SNAI1,SUDS3,TENM2,TFAP2C,TP53,TP73,TRIM33,TRPS1,VLDLR,VPS72,ZFPM1,ZNF431	NP01,NP10,NP11,NP12,NP16,NP17,NP19	0.555	6.544	1000
GO:0003148	1	outflow tract septum morphogenesis	go	BP	SMAD4	NP17	0.556	0.805	1000
GO:0014003	1	oligodendrocyte development	go	BP	EIF2B3	NP11	0.556	0.771	1000
GO:0043171	1	peptide catabolic process	go	BP	ADAMTS13	NP19	0.557	0.783	1000
GO:0090103	1	cochlea morphogenesis	go	BP	VANGL2	NP19	0.557	0.76	1000
GO:0045453	1	bone resorption	go	BP	IL7,RAB7A	NP11	0.558	0.797	1000
GO:0043406	2	positive regulation of MAP kinase activity	go	BP	KRAS	NP10,NP17	0.559	1.745	1000
GO:0007422	1	peripheral nervous system development	go	BP	NFASC	NP11	0.559	0.805	1000
GO:0045921	1	positive regulation of exocytosis	go	BP	FGA	NP11	0.559	0.776	1000
GO:0051602	1	response to electrical stimulus	go	BP	AKAP9	NP17	0.561	0.798	1000
GO:0032922	2	circadian regulation of gene expression	go	BP	BHLHE41,PER1	NP11,NP12	0.562	1.771	1000
GO:0007194	1	negative regulation of adenylate cyclase activity	go	BP	AKAP9	NP17	0.562	0.773	1000
GO:0048208	2	COPII vesicle coating	go	BP	CNIH3,F5,PPP6C	NP11,NP17	0.564	1.8	1000
GO:0030099	1	myeloid cell differentiation	go	BP	CBFB	NP11	0.564	0.782	1000
GO:0048741	1	skeletal muscle fiber development	go	BP	ACTA1,PPP3CA	NP11	0.565	0.798	1000
GO:0007548	1	sex differentiation	go	BP	DMRT3	NP19	0.566	0.805	1000
GO:0009615	3	response to virus	go	BP	AP1S1,CXCR4,MX1	NP01,NP11,NP19	0.567	2.785	1000
GO:0016239	1	positive regulation of macroautophagy	go	BP	SCOC	NP19	0.567	0.817	1000
GO:0045742	1	positive regulation of epidermal growth factor receptor signaling pathway	go	BP	MMP9	NP11	0.567	0.765	1000
GO:0048844	1	artery morphogenesis	go	BP	TGFBR1	NP19	0.567	0.787	1000
GO:0043044	1	ATP-dependent chromatin remodeling	go	BP	CHD8	NP19	0.57	0.825	1000
GO:0043252	1	sodium-independent organic anion transport	go	BP	SLC22A20P,SLCO2A1	NP11	0.57	0.81	1000
GO:0030168	3	platelet activation	go	BP	ADAMTS13,DGKZ,F5,ITPR3,VAV1	NP16,NP17,NP19	0.573	2.805	1000
GO:0001819	1	positive regulation of cytokine production	go	BP	CARD11	NP11	0.573	0.806	1000
GO:0007029	1	endoplasmic reticulum organization	go	BP	ATL2	NP11	0.573	0.821	1000
GO:0042730	1	fibrinolysis	go	BP	FGA	NP11	0.573	0.825	1000
GO:0007088	1	regulation of mitotic nuclear division	go	BP	CDK13	NP17	0.574	0.825	1000
GO:0048278	1	vesicle docking	go	BP	STX1B	NP12	0.574	0.782	1000
GO:0046777	4	protein autophosphorylation	go	BP	BCR,EPHB3,FLT4,KIT,TRIM24	NP10,NP11,NP12,NP16	0.575	3.75	1000
GO:0009612	2	response to mechanical stimulus	go	BP	ACTA1,MMP14	NP11,NP19	0.575	1.785	1000
GO:0032091	2	negative regulation of protein binding	go	BP	SENP2,ZFPM1	NP01,NP11	0.576	1.756	1000
GO:0000715	1	nucleotide-excision repair, DNA damage recognition	go	BP	CUL4A	NP11	0.577	0.834	1000
GO:0006952	2	defense response	go	BP	LILRB5,MX1	NP01,NP11	0.578	1.847	1000
GO:0007586	2	digestion	go	BP	AMY2B,NPY4R	NP11,NP12	0.578	1.832	1000
GO:0031146	1	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	go	BP	FBXW7	NP10	0.578	0.855	1000
GO:0051216	2	cartilage development	go	BP	GNAS,SMAD9	NP10,NP16	0.579	1.861	1000
GO:0046835	1	carbohydrate phosphorylation	go	BP	HKDC1	NP11	0.58	0.798	1000
GO:0051149	1	positive regulation of muscle cell differentiation	go	BP	CDH2	NP11	0.581	0.813	1000
GO:0090398	1	cellular senescence	go	BP	OPA1	NP11	0.581	0.868	1000
GO:0006811	3	ion transport	go	BP	GABRB1,SLC12A1,SLC12A5,SLC1A2,SLC1A7,SLC24A4	NP11,NP16,NP19	0.582	2.859	1000
GO:0072661	1	protein targeting to plasma membrane	go	BP	NFASC	NP11	0.584	0.855	1000
GO:0043001	1	Golgi to plasma membrane protein transport	go	BP	GOLPH3	NP16	0.585	0.86	1000
GO:0070372	1	regulation of ERK1 and ERK2 cascade	go	BP	PKHD1	NP11	0.585	0.847	1000
GO:0060173	1	limb development	go	BP	INTU	NP11	0.587	0.859	1000
GO:0002040	1	sprouting angiogenesis	go	BP	FLT4	NP11	0.588	0.845	1000
GO:0006306	1	DNA methylation	go	BP	GNAS	NP16	0.589	0.879	1000
GO:0009611	2	response to wounding	go	BP	KLK8,SLC1A2	NP11,NP19	0.59	1.873	1000
GO:0045815	2	positive regulation of gene expression, epigenetic	go	BP	HIST1H3B,POLR1B	NP11,NP16	0.591	1.871	1000
GO:0032728	1	positive regulation of interferon-beta production	go	BP	POLR3B	NP16	0.591	0.863	1000
GO:0048863	1	stem cell differentiation	go	BP	KIT	NP16	0.592	0.891	1000
GO:0006297	1	nucleotide-excision repair, DNA gap filling	go	BP	LIG3	NP01	0.594	0.884	1000
GO:0006506	1	GPI anchor biosynthetic process	go	BP	PIGG	NP19	0.594	0.869	1000
GO:0009311	1	oligosaccharide metabolic process	go	BP	ST6GAL2	NP16	0.594	0.885	1000
GO:0035058	1	nonmotile primary cilium assembly	go	BP	VANGL2	NP19	0.594	0.869	1000
GO:0043278	1	response to morphine	go	BP	TACR3	NP12	0.594	0.816	1000
GO:0007596	4	blood coagulation	go	BP	F5,FGA,HIST1H3B,PRKACG,THBD,ZFPM1	NP11,NP12,NP16,NP17	0.596	3.844	1000
GO:0070536	1	protein K63-linked deubiquitination	go	BP	USP13	NP11	0.596	0.848	1000
GO:0042327	1	positive regulation of phosphorylation	go	BP	SDCBP	NP12	0.597	0.857	1000
GO:0030041	1	actin filament polymerization	go	BP	PREX1	NP12	0.598	0.871	1000
GO:0007159	1	leukocyte cell-cell adhesion	go	BP	MSN	NP16	0.6	0.885	1000
GO:0042113	1	B cell activation	go	BP	IGBP1	NP19	0.6	0.896	1000
GO:0051726	3	regulation of cell cycle	go	BP	BCR,HIPK2,MYBL2,RBL1	NP10,NP11,NP17	0.601	2.895	1000
GO:0001947	2	heart looping	go	BP	PKD2,VANGL2	NP11,NP19	0.601	1.847	1000
GO:0006465	1	signal peptide processing	go	BP	CLN5	NP10	0.601	0.895	1000
GO:0006754	1	ATP biosynthetic process	go	BP	NIPSNAP2	NP19	0.601	0.889	1000
GO:0000070	1	mitotic sister chromatid segregation	go	BP	NDC80	NP16	0.602	0.87	1000
GO:0048843	1	negative regulation of axon extension involved in axon guidance	go	BP	SEMA3D	NP10	0.602	0.853	1000
GO:0051899	1	membrane depolarization	go	BP	CACNA1E	NP16	0.604	0.902	1000
GO:0055007	1	cardiac muscle cell differentiation	go	BP	PROX1	NP16	0.604	0.848	1000
GO:0098609	5	cell-cell adhesion	go	BP	ADGRL3,CAST,DBN1,HIST1H3B,HSP90AB1,KLC2,PCBP1,PLCB3,RPL7A,SDCBP,UBFD1,YWHAB	NP11,NP12,NP16,NP17,NP19	0.605	4.822	1000
GO:0006607	1	NLS-bearing protein import into nucleus	go	BP	TRPS1	NP17	0.606	0.865	1000
GO:0046580	1	negative regulation of Ras protein signal transduction	go	BP	RASA3,RASAL2	NP11	0.607	0.925	1000
GO:0030206	1	chondroitin sulfate biosynthetic process	go	BP	NCAN	NP11	0.61	0.921	1000
GO:0030574	2	collagen catabolic process	go	BP	ADAMTS2,COL18A1,MMP14,MMP9	NP11,NP19	0.611	1.918	1000
GO:0051291	2	protein heterooligomerization	go	BP	ITPR3,YWHAB	NP12,NP16	0.611	1.926	1000
GO:0006400	1	tRNA modification	go	BP	QTRT1	NP01	0.613	0.92	1000
GO:0007602	1	phototransduction	go	BP	RGR	NP11	0.613	0.912	1000
GO:0042147	2	retrograde transport, endosome to Golgi	go	BP	AP1S1,CLN5,RAB7A	NP10,NP11	0.614	1.939	1000
GO:0000375	1	RNA splicing, via transesterification reactions	go	BP	DBR1	NP01	0.614	0.907	1000
GO:0060338	1	regulation of type I interferon-mediated signaling pathway	go	BP	HSP90AB1	NP11	0.614	0.911	1000
GO:0032200	1	telomere organization	go	BP	HIST1H3B	NP11	0.615	0.911	1000
GO:0048477	1	oogenesis	go	BP	HORMAD1	NP11	0.615	0.93	1000
GO:0019432	1	triglyceride biosynthetic process	go	BP	AGPAT3	NP16	0.616	0.918	1000
GO:0003333	1	amino acid transmembrane transport	go	BP	SLC6A17	NP16	0.617	0.909	1000
GO:0000732	1	strand displacement	go	BP	NBN	NP10	0.618	0.94	1000
GO:0043484	1	regulation of RNA splicing	go	BP	SRRM4	NP19	0.618	0.9	1000
GO:0051881	1	regulation of mitochondrial membrane potential	go	BP	PID1,PRKN	NP11	0.618	0.934	1000
GO:0008284	6	positive regulation of cell proliferation	go	BP	ADAM10,CACUL1,CD248,CDK13,COL18A1,CUL4A,FLT4,HIPK2,IL11,IL7,IRS2,KIT,KRAS,PKHD1,PRAME,PROX1,PTEN,PTN,SDCBP,TGFBR1,TTK	NP10,NP11,NP12,NP16,NP17,NP19	0.619	5.743	1000
GO:0030593	2	neutrophil chemotaxis	go	BP	PREX1,VAV1	NP12,NP16	0.619	1.943	1000
GO:0003341	1	cilium movement	go	BP	DNAH5	NP17	0.619	0.872	1000
GO:0035774	1	positive regulation of insulin secretion involved in cellular response to glucose stimulus	go	BP	RFX6	NP12	0.619	0.933	1000
GO:0000188	1	inactivation of MAPK activity	go	BP	DUSP22,DUSP9	NP19	0.621	0.918	1000
GO:0030010	1	establishment of cell polarity	go	BP	SDCCAG8	NP10	0.621	0.899	1000
GO:0070979	1	protein K11-linked ubiquitination	go	BP	PRKN	NP11	0.621	0.978	1000
GO:0045737	1	positive regulation of cyclin-dependent protein serine/threonine kinase activity	go	BP	PROX1	NP16	0.624	0.908	1000
GO:0008089	1	anterograde axonal transport	go	BP	AP3M2,KIF1A	NP11	0.625	0.928	1000
GO:0010575	1	positive regulation of vascular endothelial growth factor production	go	BP	FLT4	NP11	0.625	0.962	1000
GO:0050999	1	regulation of nitric-oxide synthase activity	go	BP	DNM2	NP16	0.625	0.904	1000
GO:0016339	1	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	go	BP	CDH2	NP11	0.626	0.931	1000
GO:0032689	1	negative regulation of interferon-gamma production	go	BP	PGLYRP2	NP11	0.626	0.916	1000
GO:0043154	2	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	go	BP	IGBP1,RPS6KA3	NP16,NP19	0.627	2.003	1000
GO:0001707	1	mesoderm formation	go	BP	SNAI1	NP17	0.627	0.953	1000
GO:0005977	1	glycogen metabolic process	go	BP	STK40	NP11	0.627	0.914	1000
GO:0007126	1	meiotic nuclear division	go	BP	HORMAD1,TUBGCP2	NP11	0.627	0.935	1000
GO:0097421	1	liver regeneration	go	BP	VTN	NP12	0.628	0.939	1000
GO:0006096	1	glycolytic process	go	BP	HKDC1	NP11	0.629	0.893	1000
GO:0043388	1	positive regulation of DNA binding	go	BP	HIPK2,MMP9,PRKN	NP11	0.629	0.948	1000
GO:0006935	3	chemotaxis	go	BP	CMKLR1,DOCK2,PTGDR2	NP01,NP11,NP16	0.632	3.025	1000
GO:0016050	1	vesicle organization	go	BP	SNX32	NP11	0.633	0.987	1000
GO:0032088	2	negative regulation of NF-kappaB transcription factor activity	go	BP	CMKLR1,PKHD1	NP11,NP16	0.634	2.054	1000
GO:0006914	3	autophagy	go	BP	TFEB,USP13,VPS37A	NP11,NP17,NP19	0.637	2.994	1000
GO:0040014	1	regulation of multicellular organism growth	go	BP	MBD5	NP16	0.637	0.983	1000
GO:0043552	1	positive regulation of phosphatidylinositol 3-kinase activity	go	BP	KIT	NP16	0.64	0.988	1000
GO:0019058	1	viral life cycle	go	BP	VPS37A	NP17	0.641	0.953	1000
GO:0042476	1	odontogenesis	go	BP	TGFB3	NP04	0.641	0.963	1000
GO:0008033	1	tRNA processing	go	BP	TP53RK	NP11	0.642	0.972	1000
GO:0030163	1	protein catabolic process	go	BP	CLN5,TRIM24	NP10	0.643	1.003	1000
GO:0000184	3	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	go	BP	RPL7A,SMG7,UPF3B	NP10,NP17,NP19	0.644	3.013	1000
